candle_end_time,open,high,low,close,amount,info
2005-08-30,809.980,814.560,807.440,809.060,4130860.000,
2005-08-31,809.550,817.510,806.580,816.760,3929369.000,
2005-09-01,817.230,828.970,814.600,827.900,6638050.000,
2005-09-02,829.240,831.660,825.680,829.460,5531769.000,
2005-09-05,829.770,832.450,823.360,829.340,5762089.000,
2005-09-06,829.550,830.050,815.150,815.750,6135589.000,
2005-09-07,815.030,825.600,812.990,825.120,5939639.000,
2005-09-08,826.650,830.670,822.120,827.120,7123560.000,
2005-09-09,827.000,832.120,820.940,823.640,5484769.000,
2005-09-12,824.440,826.050,818.970,821.980,3894780.000,
2005-09-13,821.540,830.340,819.600,829.920,5185630.000,
2005-09-14,831.190,834.270,828.160,834.010,6734939.000,
2005-09-15,834.440,835.000,831.060,833.510,5019060.000,
2005-09-16,833.560,834.970,828.640,830.620,4267719.000,
2005-09-19,831.040,832.570,828.220,831.570,4474210.000,
2005-09-20,832.220,833.100,824.090,827.270,5807450.000,
2005-09-21,827.010,827.010,810.110,811.140,6779820.000,
2005-09-22,808.890,809.350,789.940,796.940,6373339.000,
2005-09-23,796.090,800.680,791.510,793.160,3681380.000,
2005-09-26,793.310,796.470,790.440,793.730,3266690.000,
2005-09-27,793.710,796.370,781.130,782.230,3995389.000,
2005-09-28,781.730,787.860,780.770,783.000,3096059.000,
2005-09-29,784.150,792.710,784.150,792.250,4611850.000,
2005-09-30,792.790,794.940,789.690,793.650,2782930.000,
2005-10-10,792.760,793.810,787.040,787.750,2241969.000,
2005-10-11,787.270,796.380,785.740,796.070,2204380.000,
2005-10-12,796.040,797.970,791.730,795.320,3957830.000,
2005-10-13,795.050,797.590,787.820,788.360,3626510.000,
2005-10-14,788.400,790.790,775.310,777.490,3195980.000,
2005-10-17,776.260,777.240,765.710,769.320,3912250.000,
2005-10-18,769.570,773.780,767.140,771.450,4581330.000,
2005-10-19,771.040,777.750,767.650,769.680,3790930.000,
2005-10-20,768.620,774.050,764.430,773.680,3470600.000,
2005-10-21,773.520,777.860,770.810,774.060,4146280.000,
2005-10-24,774.580,774.580,767.040,771.150,5040260.000,
2005-10-25,771.020,771.370,763.790,765.030,4252180.000,
2005-10-26,763.120,763.120,747.000,749.120,5422569.000,
2005-10-27,747.510,753.730,744.080,751.260,5380310.000,
2005-10-28,751.210,756.160,742.230,749.960,5045930.000,
2005-10-31,749.190,761.790,747.730,759.240,4863889.000,
2005-11-01,758.270,759.530,748.720,757.050,3423569.000,
2005-11-02,757.930,768.100,757.930,762.940,4612660.000,
2005-11-03,763.060,767.120,753.530,755.780,4956630.000,
2005-11-04,755.540,760.340,753.550,758.920,3337210.000,
2005-11-07,758.450,758.730,749.210,754.200,2738300.000,
2005-11-08,753.320,759.670,749.390,758.320,3538180.000,
2005-11-09,758.510,763.740,755.300,756.170,4684700.000,
2005-11-10,756.210,756.560,745.050,746.350,3901460.000,
2005-11-11,745.170,748.520,740.090,746.450,3132109.000,
